Name,Author,User_Rating,Reviews,Price,Year,Genre,Num_Pages,,,,,
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,288,,,,,
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,2018,Non Fiction,416,,,,,
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2018,Fiction,32,,,,,
The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,513,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018,Non Fiction,192,,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,26,,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2018,Fiction,36,,,,,
The Wonky Donkey,Craig Smith,4.8,30183,4,2018,Fiction,24,,,,,
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12,2018,Non Fiction,24,,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2018,Non Fiction,256,,,,,
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,12,2019,Non Fiction,224,,,,,
Becoming,Michelle Obama,4.8,61133,11,2019,Non Fiction,426,,,,,
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,5,2019,Fiction,24,,,,,
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,18,2019,Non Fiction,366,,,,,
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,5,2019,Non Fiction,80,,,,,
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,4,2019,Fiction,224,,,,,
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619,8,2019,Fiction,240,,,,,
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,8,2019,Fiction,256,,,,,
Educated: A Memoir,Tara Westover,4.7,28729,15,2019,Non Fiction,329,,,,,
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2019,Fiction,32,,,,,
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,2019,Non Fiction,240,,,,,
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2019,Non Fiction,240,,,,,
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,118,,,,,
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2019,Fiction,32,,,,,
Guts,Raina Telgemeier,4.8,5476,7,2019,Non Fiction,144,,,,,
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,18,2019,Fiction,464,,,,,
Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,549,,,,,
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,7,2019,Non Fiction,24,,,,,
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2019,Fiction,32,,,,,
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13,2019,Non Fiction,270,,,,,
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12,2019,Non Fiction,264,,,,,
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16,2019,Non Fiction,224,,,,,
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,2019,Non Fiction,128,,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2019,Fiction,44,,,,,
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,12,,,,,
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,320,,,,,
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,480,,,,,
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2019,Non Fiction,48,,,,,
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,144,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,232,,,,,
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,464,,,,,
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,162,,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,168,,,,,
The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,370,,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,213,,,,,
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,737,,,,,
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,325,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,212,,,,,
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,229,,,,,
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,256,,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,26,,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,36,,,,,
The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,24,,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,336,,,,,
Unfreedom of the Press,Mark R. Levin,4.9,5956,11,2019,Non Fiction,273,,,,,
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,2019,Non Fiction,98,,,,,
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,2019,Fiction,68,,,,,
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,384,,,,,
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,224,,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2019,Non Fiction,256,,,,,
A Promised Land,Barack Obama,4.9,121109,16,2020,Non Fiction,768,,,,,
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,66795,14,2020,Fiction,459,,,,,
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,12,2020,Non Fiction,319,,,,,
Becoming,Michelle Obama,4.8,118767,21,2020,Non Fiction,426,,,,,
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,5,2020,Fiction,24,,,,,
Burn After Writing,Sharon Jones,4.6,36689,7,2020,Non Fiction,144,,,,,
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38318,15,2020,Non Fiction,496,,,,,
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,30145,5,2020,Fiction,40,,,,,
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,41021,6,2020,Fiction,240,,,,,
Educated: A Memoir,Tara Westover,4.7,61064,13,2020,Non Fiction,352,,,,,
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,19558,14,2020,Non Fiction,256,,,,,
Giraffes Can't Dance,Giles Andreae,4.8,27722,6,2020,Fiction,32,,,,,
Greenlights,Matthew McConaughey,4.7,52217,16,2020,Non Fiction,308,,,,,
How to Be an Antiracist,Ibram X. Kendi,4.7,24386,17,2020,Non Fiction,305,,,,,
How to Catch a Mermaid,Adam Wallace,4.8,26660,5,2020,Fiction,40,,,,,
How to Catch a Unicorn,Adam Wallace,4.8,29902,5,2020,Fiction,40,,,,,
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,19138,5,2020,Non Fiction,68,,,,,
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,7,2020,Non Fiction,24,,,,,
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,4,2020,Fiction,28,,,,,
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63659,4,2020,Fiction,32,,,,,
Little Fires Everywhere: A Novel,Celeste Ng,4.5,53363,10,2020,Fiction,338,,,,,
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,23944,13,2020,Non Fiction,320,,,,,
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,24352,17,2020,Non Fiction,352,,,,,
Midnight Sun,Stephenie Meyer,4.8,79334,14,2020,Fiction,658,,,,,
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,16097,19,2020,Non Fiction,256,,,,,
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,5,2020,Non Fiction,84,,,,,
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,17639,7,2020,Non Fiction,34,,,,,
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,8,2020,Non Fiction,34,,,,,
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,39234,10,2020,Non Fiction,232,,,,,
Rage,Bob Woodward,4.6,33469,8,2020,Non Fiction,475,,,,,
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,6,2020,Non Fiction,320,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,8,2020,Non Fiction,232,,,,,
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745,14,2020,Fiction,541,,,,,
The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142,6,2020,Non Fiction,160,,,,,
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,11,2020,Non Fiction,464,,,,,
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,10,2020,Fiction,128,,,,,
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674,7,2020,Fiction,226,,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,8,2020,Non Fiction,168,,,,,
The Room Where It Happened: A White House Memoir,John Bolton,4.3,49087,13,2020,Non Fiction,528,,,,,
The Silent Patient,Alex Michaelides,4.5,102544,20,2020,Fiction,325,,,,,
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,26537,17,2020,Non Fiction,546,,,,,
The Vanishing Half: A Novel,Brit Bennett,4.4,83490,13,2020,Fiction,343,,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,47260,5,2020,Fiction,26,,,,,
The Wonky Donkey,Craig Smith,4.8,68099,5,2020,Fiction,24,,,,,
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534,10,2020,Non Fiction,236,,,,,
Untamed,Glennon Doyle,4.6,49978,16,2020,Non Fiction,333,,,,,
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4,35772,12,2020,Fiction,30,,,,,
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918,14,2020,Fiction,68,,,,,
Where the Crawdads Sing,Delia Owens,4.8,208915,12,2020,Fiction,384,,,,,
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798,8,2020,Non Fiction,192,,,,,
1984,George Orwell,4.7,60381,7,2021,Fiction,368,,,,,
American Marxism,Mark R. Levin,4.9,29510,14,2021,Non Fiction,317,,,,,
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,18,2021,Non Fiction,301,,,,,
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,12,2021,Non Fiction,319,,,,,
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,12259,7,2021,Fiction,226,,,,,
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,5,2021,Fiction,24,,,,,
Burn After Writing (Pink),Sharon Jones,4.6,23145,7,2021,Non Fiction,144,,,,,
Call Us What We Carry: Poems,Amanda Gorman,4.9,2873,14,2021,Fiction,228,,,,,
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38319,15,2021,Non Fiction,496,,,,,
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,30513,9,2021,Non Fiction,206,,,,,
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,18740,7,2021,Fiction,224,,,,,
"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,52262,12,2021,Fiction,658,,,,,
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,35580,20,2021,Fiction,902,,,,,
Greenlights,Matthew McConaughey,4.7,52217,16,2021,Non Fiction,308,,,,,
Grumpy Monkey,Suzanne Lang,4.8,20714,7,2021,Fiction,32,,,,,
How to Catch a Mermaid,Adam Wallace,4.8,26660,5,2021,Fiction,40,,,,,
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,11,2021,Non Fiction,288,,,,,
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,7,2021,Non Fiction,24,,,,,
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,4,2021,Fiction,28,,,,,
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,4,2021,Fiction,32,,,,,
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76135,11,2021,Fiction,385,,,,,
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,5,2021,Non Fiction,84,,,,,
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,39852,16,2021,Non Fiction,220,,,,,
"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,35287,9,2021,Fiction,44,,,,,
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,8,2021,Non Fiction,34,,,,,
Peril,Bob Woodward,4.6,16861,15,2021,Non Fiction,512,,,,,
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,25374,21,2021,Non Fiction,428,,,,,
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,13,2021,Non Fiction,195,,,,,
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,6,2021,Non Fiction,320,,,,,
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921,10,2021,Non Fiction,122,,,,,
The 48 Laws of Power,Robert Greene,4.7,38568,12,2021,Non Fiction,452,,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,8,2021,Non Fiction,232,,,,,
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,9,2021,Fiction,175,,,,,
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,11,2021,Non Fiction,464,,,,,
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,10,2021,Fiction,128,,,,,
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,8,2021,Non Fiction,168,,,,,
The Four Winds: A Novel,Kristin Hannah,4.5,96810,14,2021,Fiction,464,,,,,
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,14385,10,2021,Fiction,32,,,,,
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,14,2021,Fiction,320,,,,,
The Midnight Library: A Novel,Matt Haig,4.3,144313,13,2021,Fiction,288,,,,,
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,20,2021,Non Fiction,934,,,,,
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,9,2021,Fiction,398,,,,,
The Song of Achilles: A Novel,Madeline Miller,4.7,38186,10,2021,Fiction,378,,,,,
The Storyteller: Tales of Life and Music,Dave Grohl,4.8,14463,18,2021,Non Fiction,376,,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,14,2021,Non Fiction,212,,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,47260,5,2021,Fiction,26,,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,9,2021,Fiction,36,,,,,
They Both Die at the End,Adam Silvera,4.7,22602,8,2021,Fiction,389,,,,,
Untamed,Glennon Doyle,4.6,49978,16,2021,Non Fiction,333,,,,,
We Were Liars,E. Lockhart,4.5,34117,6,2021,2021,242,,,,,
